11899	4844	19755	5994	94387
33161	23566	84055	76752	13202
41535	66900	32625	90815	17996
29449	76672	51358	34593	11944
16958	5070	64590	26373	32109
73762	50823	72399	66149	50338
38837	94856	87956	84651	41879
30500	41261	1055	27779	95059
71319	48054	64138	42703	69477
99587	57211	20230	82226	8689
88135	28829	90457	75335	44336
470	13192	74570	46708	65012
97328	3331	67494	677	40132
96611	48624	53255	38028	88616
51871	83864	31753	89413	60127
75017	17721	25732	30135	42795
34796	24230	75036	49440	63763
84980	85734	66616	47485	13424
40294	27329	20730	18688	92533
91591	7303	49684	18784	91343
59193	96189	10129	36857	46228
28521	65942	38511	44201	22111
60298	40890	81504	42066	83829
45115	66643	58961	28729	29224
78399	40848	41921	97304	54848
48066	83037	70230	67918	54419
43475	98894	91244	84193	38466
31200	85959	99957	6009	49858
58044	51316	4547	61894	13087
27562	41733	7155	19267	50837
25305	10858	82487	11382	18426
65345	44575	96668	40565	73017
74056	23558	25894	9856	67756
94497	35491	11300	39038	22478
99598	82427	30485	32532	14537
1552	12747	71996	12334	6256
88399	50836	29640	12889	622
85475	90526	25262	72374	28055
84211	72419	98084	52596	85184
86436	95838	24548	82298	50053
10684	48658	12793	96613	15603
36156	22292	63570	52678	11632
99076	86785	55971	886	44320
41113	47570	64307	20641	57399
41354	43908	31072	83333	96589
36345	46313	85978	30604	99076
23546	73755	37290	72378	80931
69668	16515	31562	5316	10205
78429	29243	88637	28510	50838
31928	82712	50178	83289	39042
35911	74091	51	38977	11251
58122	83312	70483	84642	99054
22518	73425	23069	14161	39541
18553	4254	46046	6846	79473
22687	50043	55326	75974	10892
97626	44257	85464	71057	24489
65404	77270	27485	26784	57548
38661	10508	96818	51617	30991
14776	97021	70718	57187	59095
39037	93206	98200	74779	61831
65006	66027	87142	89281	45783
90308	48453	45428	2356	28783
63046	60320	5327	41456	67279
85731	54319	39540	82616	84559
15538	31049	26469	35043	30432
14255	46054	5442	52699	43246
80997	54612	13332	57221	85148
75577	12779	31111	64438	10968
90657	91870	69990	65116	88869
86398	36805	17811	57077	48736
55072	49438	29805	78446	63172
50477	5284	23880	88872	57142
88887	48794	79994	58374	97939
40215	26810	2578	72569	26959
8860	82006	63325	82546	24749
93798	88276	68905	31181	83837
25777	69974	64102	86577	74901
80845	47127	74070	47655	74374
32321	34262	67493	73624	62557
22289	89679	11088	93564	56101
63812	45813	45894	85670	92522
25849	82576	17054	7710	39246
77780	73425	11635	79265	94249
10479	82052	82469	5174	87623
32215	85327	72291	13317	18902
44455	7031	84965	2475	58773
20799	52328	22014	92015	37485
94164	65021	71245	78514	77882
65882	79503	7024	24829	73720
4676	99643	41623	46661	1295
45396	98835	46199	82031	38314
55696	68494	14092	31407	61961
81675	72057	6457	69818	22211
76329	5986	40408	87181	34927
10671	69050	89904	34183	37268
22203	80581	45087	76896	92434
29344	64363	36527	67792	87419
22782	72210	40903	97820	3809
46318	13461	96383	66902	2390
90452	84071	70697	26863	33052
34723	84427	54772	54038	36165
67182	19484	15466	75257	64860
37925	83688	65283	38746	27780
66565	65513	67985	36601	3740
15634	68338	1122	87471	13349
76405	28408	83633	90082	88620
6738	65523	94988	23804	92506
58743	27081	33320	61626	76719
23382	77424	36898	81078	26522
5513	49653	12461	44455	77209
52901	45576	87389	13580	25095
42277	50018	86720	25342	78516
48689	15983	46885	13583	42229
48790	35212	33947	30528	27884
75294	30195	93769	63060	3818
78359	89923	42851	89088	43601
94218	70580	31816	75578	83449
93773	85657	65917	48584	21525
32827	28378	36729	13237	99310
33568	36304	92111	30269	92504
81851	62257	27185	35912	6496
96746	68596	15617	61485	16642
17713	86228	32346	88117	9930
53526	23669	17171	41949	49404
25378	27450	23609	37941	32170
81104	30508	45803	45261	66907
92114	64085	79039	82999	76469
43747	12285	12026	26336	78130
20083	94611	63256	90002	18380
9418	7592	83551	83670	5793
84837	63562	68880	34569	25056
69079	3460	62865	70610	22128
80416	94515	96716	29976	95542
16061	9322	92874	51610	13205
66545	17861	78957	71457	58962
59974	75360	37045	12589	13981
29652	44928	38603	76558	609
7260	99281	91720	92685	21341
35079	1812	36513	53056	94565
22984	20518	1537	26400	93913
84180	49809	43505	28042	43102
20819	65578	58608	17737	85605
23554	12141	28766	16228	71965
63098	86224	84964	53627	67630
99653	14710	71066	38213	30232
18178	87288	91843	71031	19181
61340	84602	64372	90847	21163
47861	89146	90370	84278	92784
11949	11052	34108	61808	47115
99044	72099	80069	3464	17640
83811	31144	40948	35653	35455
98636	43759	29053	35205	83392
44388	65059	3830	48274	12540
23054	45944	2150	85400	73270
63686	9099	63916	49132	81223
24647	3445	87726	41808	92866
20720	98178	3946	69683	33063
37114	25888	10144	35950	46411
25852	83479	99276	80537	5085
85544	76057	65231	71108	48479
12778	67395	43784	74153	82385
82292	9375	42029	92528	12843
10167	98472	20317	45227	77624
13018	32191	59482	6044	10064
14627	85589	12121	52677	96674
87277	59428	65014	46219	5567
59779	27406	9848	43429	78120
39426	5963	95163	98742	55748
9876	95460	60989	49431	75317
60789	59984	59128	86131	42914
8445	95327	77288	46380	65177
11976	53185	76390	71948	17835
72129	68577	39698	85825	64100
11712	45747	33548	18212	97514
79285	82066	31900	86204	78469
8769	68045	12443	85643	36650
81564	78707	55769	15969	75196
7268	21530	44741	2652	24356
26365	26594	94596	29133	25696
12065	33556	11502	82585	24366
69471	68785	64805	28889	49387
55694	25253	55681	8168	55456
44267	74860	58321	65666	77229
6505	66044	27878	95268	74385
22315	14278	73938	78185	25516
42750	4079	64353	61441	56436
64585	54606	26424	3236	94544
52815	20174	6814	94198	81264
94223	6056	86080	45560	17629
67738	23438	74901	40308	36129
51223	5684	68803	7232	62995
98375	836	70674	13774	15990
85211	17402	31120	66986	87977
41401	83520	78098	99012	51829
18208	62818	68339	88764	20550
71628	58950	65181	23521	90514
90445	17002	80214	1936	29867
86497	24204	6431	22286	72091
46398	58880	9029	99241	51350
88235	34261	44944	38031	63454
65277	30325	46858	48744	26750
67189	98902	27670	21961	77058
48954	25957	42895	86286	14180
40170	1757	84723	17095	21124
61381	20832	51552	37102	63580
40436	28033	95937	84726	37347
69574	71390	34614	52271	9078
55758	25491	9866	76535	43160
43905	15131	8628	14447	72035
76675	56084	97978	31473	54893
9447	31508	66810	94485	59745
67649	1257	3947	24445	3083
91788	34486	72794	72518	12992
92647	68575	10970	62394	7281
379	65034	20565	40010	56441
97063	34805	54903	47028	91275
29650	62144	14487	23968	64897
51372	66756	10009	65447	28172
18762	69772	2486	10301	79231
46863	3795	39708	15618	72313
72286	80632	53523	89194	57890
30108	69905	87276	99797	72303
51340	21424	14457	12178	88110
80019	31672	45832	79689	67227
577	21856	59214	91198	43608
64899	56462	39950	36894	16162
19376	43122	73793	73204	2681
9556	79742	20369	42649	11451
86914	3760	55326	81217	34480
12882	58769	8239	9112	22369
49673	71972	75528	19574	78479
19700	66074	21978	98016	65698
75215	36945	19872	64918	56588
56543	49565	35327	5980	1897
83700	642	74439	32463	51295
17047	82762	40676	26105	96696
58982	63955	28654	31372	34428
6895	15444	37172	70160	78122
85484	38594	21971	21625	50884
20959	68019	71643	84710	16771
45635	86522	40303	6107	20501
52231	83011	15420	73449	86056
44614	27900	32315	94726	24354
37102	91014	6006	65503	66010
72168	94561	79325	38860	18573
18472	4763	5383	16193	33483
94663	54605	92074	42210	61708
52366	22802	52580	4492	5199
39019	72119	3493	5313	54988
92130	93221	41014	24902	4544
94350	53945	50651	9929	53412
53769	84735	99636	66990	53159
97155	69329	53113	584	32732
62809	76563	40717	64252	49502
43114	28105	15449	87166	21417
3301	41784	13520	58526	77760
21038	80281	81299	21173	35547
51320	11929	88591	61500	15935
72038	4393	75995	31459	23093
30429	31184	75477	18015	53295
65968	8127	3368	65125	55547
15761	55287	5099	39287	2562
5761	10148	74441	24151	44339
90743	8236	76538	3282	97658
54032	21032	84951	96917	38053
58573	69231	86630	364	39767
54833	73119	4930	59535	10672
94065	79335	52147	52884	49544
4412	50770	69802	35784	45768
25695	97936	10068	81872	8743
70477	21358	84504	59918	16644
60018	88038	27634	6706	74534
51700	51976	14616	42746	38385
14204	41081	699	1347	93842
916	25735	22138	74271	66515
11475	68835	50956	86008	46260
69108	65689	52874	98337	15359
58907	61770	45945	70227	22078
64356	97294	12784	65417	54973
73929	49139	52166	25023	58244
83	40566	62064	50000	53059
40521	37091	24920	3258	44805
44542	19021	26479	38730	37984
2478	4675	74568	38978	15277
8675	43519	65691	92191	99437
93183	30297	21201	10703	41417
87888	59050	49438	68084	43444
30844	30769	96336	65616	91730
63585	94013	83343	15387	69398
10979	60463	87245	11273	20797
76248	44179	49301	78036	4222
2220	785	92612	28351	53782
60731	23607	86247	62220	52318
76086	1702	62197	2933	90103
34442	35566	27665	708	76914
64862	29109	90074	41734	78792
92546	86891	85198	83162	50401
51744	49835	4862	35833	72441
72240	98877	29889	54023	17885
61820	48794	34171	26481	93119
47805	54318	29257	70351	2847
11844	93689	86070	90693	46432
76588	37641	36951	91764	25943
44903	40795	46542	47774	29816
93462	65077	54432	2016	27195
73277	55800	17495	15922	69505
5172	47827	138	47046	39385
13294	70763	50347	82239	3981
18781	87679	23415	91410	15005
23257	76517	80149	72485	99859
26544	46150	62636	62261	15594
60548	3985	63217	22574	91659
43606	66158	92254	90461	32881
6156	78336	7812	44873	99114
44523	25474	27150	99209	3849
45473	51105	2970	19946	65941
34847	86847	94635	85804	6763
5323	92022	80677	93230	65418
15111	61597	82914	82062	81069
25786	19722	56305	63478	37349
98433	44996	16703	8546	66789
49072	27868	82911	81008	11816
6218	20143	77832	78815	71332
14003	90346	18138	75009	8601
4533	12097	52140	26752	20342
39844	27948	11557	61563	46349
78297	77923	11279	83186	73103
46338	86395	64831	24570	27475
70590	8349	53484	67961	2299
57454	33332	89983	35437	92386
39242	41224	64969	30095	54540
44441	51984	9819	45691	77512
27364	1165	92101	19286	3191
64775	42431	98341	34862	27232
88290	19008	13426	13065	66349
13112	64426	41927	9968	88539
90288	46766	61395	78240	91993
34342	59018	36233	35984	36032
82449	15675	73207	20933	53760
98015	3550	58604	51154	17533
3410	57758	26875	12142	96606
25215	64140	63947	81349	29481
14584	86853	19172	77558	89106
49364	27841	73362	23888	20077
18248	31994	3503	92957	9176
29036	41611	58490	79304	5284
59859	19688	75624	22302	73664
51433	957	88	1528	24309
49966	15275	92792	56880	6584
86300	44576	51935	95638	32934
31793	61689	90256	29276	94983
11219	50354	19219	51649	57216
99449	71300	94610	18319	11007
92086	62290	46178	10771	88617
33069	88237	24895	1530	57066
11999	92294	23917	85429	50521
60991	57082	29646	20258	56503
61791	46579	64984	54931	90443
76299	21923	69681	81079	17327
24023	59741	39414	78393	55000
52931	71713	39955	53552	89602
53744	13328	26462	79495	57231
35340	54846	47752	28866	97223
9835	22178	29962	75044	17971
87362	38595	10620	14365	35119
70982	67675	41540	20881	10553
53250	63915	61540	48606	92412
21732	35693	93325	7983	5277
19250	37639	80089	5870	57508
95191	4867	95118	11487	83770
24075	81555	62901	14589	88986
80396	27925	86504	9896	78499
57225	25870	86354	35557	60724
7298	89989	74385	59396	49439
79625	51025	37830	45031	95887
44742	73262	2629	48354	56964
86593	51624	44750	33472	9818
64542	17188	36934	10434	58429
17922	21416	54633	83051	1319
47835	94421	88142	69882	99673
60288	90576	59464	81838	9236
43742	85539	15286	25082	42141
79657	73792	63412	52922	7015
46049	87954	36290	62027	44616
96681	49354	77406	71784	69562
31945	97407	8750	90119	87797
3270	43353	38047	73218	26439
49949	60691	46894	38800	73240
53150	10473	57311	60063	83152
70579	93665	17786	80811	73752
5594	4485	92713	32516	53743
46854	43558	95638	82974	22774
1649	45856	67497	43204	53391
19302	44276	97799	31734	33823
78333	98979	43192	17733	34904
70294	23210	6072	6568	62852
70685	78269	3415	20605	91856
48363	33667	22301	48802	22112
39243	71235	73101	10808	65692
81784	82789	82547	61467	72606
90104	55085	89600	38481	14328
29675	72365	16148	65166	3557
82174	39886	23134	49592	39656
17818	31251	70361	58335	58390
16062	49301	34043	43643	47899
12369	10271	97153	98765	74425
86803	96534	34663	35333	80609
31035	41502	43556	96620	47081
44902	37611	11380	16535	26364
4834	1359	31097	72661	27470
40146	53517	92767	16418	14095
57530	517	83186	73440	9228
97013	22091	44704	36622	97364
56320	10126	35441	26676	36023
71057	60549	53174	78390	2915
12145	47339	61820	55297	70300
29876	42749	12182	1381	51249
74035	48542	66562	16577	53220
26812	72341	37485	62161	7811
46324	51266	13958	7591	15370
9715	79859	20247	56966	65003
44996	87560	86258	92776	61917
34577	89732	40281	66254	47804
46247	6607	96010	16806	68469
17163	49001	95057	64317	67278
53383	230	79679	1461	87048
774	64629	34021	80444	98026
50741	73335	34314	36098	83361
95019	88347	89320	29415	12723
23861	52552	43024	52853	25285
82210	64401	23107	38435	14764
93822	56872	96854	58903	20153
33654	64978	10576	25745	51987
55369	77285	47982	9129	60812
80286	34303	18378	93077	28236
70894	90443	2090	30838	52003
88194	66865	31690	95003	3603
4203	24749	42455	303	95961
68028	23728	35154	79667	56919
56567	17481	35669	46303	58024
85099	52663	87098	50105	98184
55727	69562	54112	59031	64602
5737	32041	21908	6903	33690
53428	3940	85569	13468	26167
53612	26257	15647	81659	23817
34666	68653	5223	23835	21318
50265	75282	58087	13107	22432
52563	82500	29034	48290	98138
73457	46778	67938	70087	77911
81837	79716	31423	81491	58834
68925	25416	7933	7504	79532
70766	15736	79653	99093	70993
99161	21047	35067	16831	19516
22543	62287	40773	39542	57929
38824	12441	33059	35866	57427
8950	38389	38011	23034	80305
79585	77852	40485	70845	74432
52512	84579	52735	26434	50872
89624	77270	91109	32474	78334
69801	12421	4797	83357	4493
31806	80565	93860	27733	69144
87058	65827	13246	9445	74361
4940	58512	73593	61998	10557
49928	9268	32048	54334	26846
38800	7900	65088	50414	43205
23287	28670	6927	65648	61949
29307	33107	25787	12585	42127
98548	6860	24230	58298	99777
67945	33532	7917	14235	7842
14356	30322	45470	1141	26910
75243	63325	86972	48525	79622
36230	38498	74077	14358	5770
38329	2154	15349	72287	25767
46485	79536	13026	22210	42885
94852	56971	60169	98081	78852
22123	94509	25820	94203	30691
36516	3153	14203	74039	99400
24648	54468	36011	70252	7512
37611	28181	26356	449	64448
60695	57470	32697	23145	57016
71825	69821	79707	9664	9045
90620	48346	91725	91283	32733
60614	65945	9976	58245	83320
4641	58359	50829	73306	52385
24802	75564	16374	94760	12643
89702	66166	56531	52684	7711
94220	16860	84395	69799	31915
99786	24933	54324	73414	69205
12650	1043	15722	74133	916
58483	47274	87633	21446	9514
84660	41289	88021	26922	34959
68594	57448	62223	93442	72406
47118	88096	87930	27678	58041
3640	89065	45901	96962	30457
82994	29302	65349	50776	410
4470	84769	11181	19905	92634
6171	34126	75223	60419	91024
52009	82441	74540	71345	15175
95417	11553	79976	31754	22914
57379	33071	23429	74342	26922
73937	76715	31869	63078	34081
17913	1809	53383	3765	16439
11942	59029	96071	96559	2793
4921	79346	35423	69936	14132
42456	96934	59358	71910	18332
804	80608	51507	7866	6051
2291	86837	47267	87465	98543
6548	20206	64914	58863	9446
8231	79483	30229	18808	36493
3385	88506	11241	4265	93056
45906	96460	19848	32289	7083
41140	61439	52312	30243	20743
61327	49621	84591	54872	8232
66172	76702	77213	69615	9405
76527	70730	38936	4292	40923
80058	24060	51180	1588	87087
71269	21213	5935	15524	86461
48156	86360	96641	67461	49132
37172	86384	65638	28909	26342
42794	84535	60758	91864	63722
35609	9932	9878	7695	62766
59695	48523	88928	62505	32519
89547	69268	15987	80368	40694
37354	93326	65964	62019	90144
49509	15423	19338	83748	55486
72012	6285	24906	75995	47178
60980	18938	63773	50805	6445
55957	49388	54483	37714	24977
57158	54464	7345	19469	56922
94249	85070	36898	97649	26511
76091	60528	73868	23461	75889
67022	59291	78128	33388	4210
1346	48083	9814	51614	15755
74467	4400	71521	75321	9806
67805	12043	89528	15212	41852
35447	77474	89039	11557	31835
59973	69972	57434	94459	40249
54396	55272	57987	40213	71573
6668	90382	23447	71157	81340
6661	56925	99909	69223	32065
20735	83512	66783	75465	50227
50316	78731	48801	62747	34177
1778	27560	5510	58158	94808
72560	81199	71386	79532	82668
26673	29384	71234	16674	26884
78527	21952	83895	84571	6818
95712	89671	18822	56778	4730
81753	20805	33356	89950	84770
45338	11660	3254	28847	17464
37791	39555	70939	4719	78817
41351	50691	71388	63982	46053
45572	34736	49258	81375	61759
28237	70006	57974	22892	39198
29801	82127	89652	55175	79688
58722	1348	11648	27390	63485
17505	85262	61963	36733	46739
39685	4292	28136	49902	95427
27761	18855	2219	42197	76757
46559	12062	61832	81583	45832
5371	58183	60578	78800	33913
16601	92208	9569	49421	74270
21037	20259	42567	19572	86746
27726	39996	74603	48671	62422
71637	18741	55628	5910	77197
71107	58466	55231	46037	3479
95716	40801	49841	95313	72850
86076	9577	27020	98286	57805
55805	2720	5437	82883	2367
78348	59447	97086	46704	60706
39892	60305	62001	14061	17084
35857	65974	91838	65423	41312
8729	36578	57439	35510	96623
15150	40256	53993	54554	58223
81554	9340	221	74901	55885
78492	10391	21121	13114	22715
89947	13804	88105	21018	41816
18383	27807	3607	30152	40187
52621	37431	60566	88381	55721
45298	77785	59361	80443	4030
57264	31190	90368	32296	81117
33722	69938	59589	84931	38727
56963	55275	31251	94857	65410
50453	36648	68765	36449	71067
99736	13979	45639	10796	2064
29017	45768	86286	18186	6417
12301	19222	8104	42218	72177
8623	94785	13683	26793	36884
82708	10228	6740	1333	73036
23099	37539	42191	28601	65454
20492	53579	32089	32481	52922
73737	91737	69739	36470	40039
20281	53396	24252	73757	31081
4233	78452	60167	23662	12708
73555	70219	57269	82524	19749
57550	38069	67937	36137	5846
38829	92447	21323	68211	34090
98881	89417	69172	15177	53992
2804	10591	92086	90616	72293
89088	81176	27759	12299	48079
5868	31837	56769	81289	98571
75710	70184	48353	1155	42459
46613	75330	19862	23840	82135
86382	98832	253	99682	50663
52296	15952	51533	23021	36334
1934	4074	23225	54291	79949
69506	11514	15673	92283	86423
46570	26422	94113	40339	10119
96852	45008	88796	52066	80062
2259	46862	82587	35905	67591
22329	87503	4011	23215	90171
67291	23961	4985	88111	31905
54318	38926	31218	85797	74992
78484	71930	21824	98701	59809
81543	22923	88211	18878	95841
77660	85645	91866	14272	92172
3328	28329	37674	16732	2437
50677	42733	21271	33500	93364
66769	99109	75906	52272	47671
53279	61168	53242	77994	15146
89741	23634	83931	75484	47791
76958	83625	13018	54106	41285
27339	83398	87933	57270	47818
75422	49226	27896	14273	98580
88629	83183	57774	17103	91496
53845	57206	51278	97404	23973
24468	37170	63663	11959	73521
14431	13471	49113	89603	39293
80406	41774	63794	52214	45117
29704	53907	79428	67176	85994
95151	24683	51911	50979	80581
14673	25150	27377	42536	85939
89030	2344	18363	86010	69093
64735	6108	85322	22582	27732
95141	6663	11796	87918	52420
71915	65062	31743	95322	84946
99199	97685	65931	94538	64371
58422	50641	908	97437	33377
70854	99746	42762	27273	21756
95806	14859	96659	31781	32160
62333	72292	40429	33625	14506
16079	31676	5394	59493	91280
49229	90523	35232	3960	57612
42257	10348	11203	55473	28048
5973	16361	81709	97287	13441
97281	8466	60410	84915	5212
79166	38832	55406	62494	11040
69050	76780	6786	80948	32404
99772	67214	64397	87955	50856
32637	56727	84038	11017	16396
21930	15824	82548	25741	68256
21478	49615	65419	87254	56198
7235	48032	54831	88062	35015
82508	97733	53292	19768	88786
25281	57893	34030	75198	12636
94869	8638	16607	93146	85505
86861	45914	24300	25152	55875
1261	1820	84929	59820	94112
31468	98183	2438	66634	13390
81837	15288	61300	25656	65693
71128	14979	72912	91807	70054
20131	2055	87763	9945	98288
806	33428	35642	81879	43559
96031	70774	28406	31797	59520
94015	50685	21109	54611	48499
31069	45640	16374	10435	97957
8364	74108	1771	26249	11797
84653	86604	83464	78332	50545
2525	14402	9316	77661	48549
24895	85618	44760	35259	66800
394	26294	38434	57848	33341
93152	64864	37404	45530	48418
57522	84040	27808	20061	6909
15296	34545	56406	8340	4623
85168	43396	66587	14818	45868
89500	84367	80118	50616	98953
31098	80029	90380	51967	42859
67592	85148	48862	52806	10375
30017	8537	56883	81204	35751
7404	1707	13368	28743	75437
86052	14742	51932	1407	46584
6167	67372	61432	4107	45269
11530	18213	78113	68142	68923
15926	70903	48583	33180	1431
25964	42704	68078	75964	34963
56579	42817	38363	9116	16520
11640	82461	44079	28774	91434
1105	73691	40959	65348	50861
34039	90046	22883	71134	61503
92285	47396	82412	7422	42749
53882	71039	80040	55207	82913
84909	78988	62515	98314	75964
7338	25962	82229	89322	26234
9142	51872	51236	54949	33877
93865	68321	42098	63183	50302
16385	35909	26436	53384	26839
26342	27106	59344	77314	3738
60642	24120	37675	33168	30558
44692	87814	75308	47793	43364
41262	8662	88798	64555	41549
93603	14016	93966	49260	96052
14526	34196	8122	25330	49104
80263	87117	47990	13880	92771
92614	88017	91292	19380	18014
44471	75371	61053	8577	20433
40765	11220	67047	568	18021
88560	13538	99431	24140	10839
2331	72466	26248	33481	13157
71514	93605	62494	44576	34992
17476	48692	99072	22027	52198
16664	18810	45384	53303	80876
86418	46928	62168	93012	47610
14482	50663	35754	65315	64360
3514	95858	37523	93725	14541
57813	87887	42469	66490	18233
12826	53348	68524	57286	44412
81592	42074	63572	19263	3836
41589	34143	23304	49917	93730
60938	63835	6934	90450	50617
24000	50826	88982	14931	23323
68502	49627	59752	27716	68480
70599	52112	87337	91642	55634
74512	90288	7082	66138	80466
97262	97631	4409	29887	79
55712	58831	42352	78161	16013
47172	74246	46593	39942	89155
48982	48415	10166	97597	63838
15363	4713	27462	65341	2869
93720	60299	13171	15679	49167
81720	4602	58952	65024	79058
9906	16908	49009	92115	89894
17571	55930	34356	13779	27430
84099	68832	1144	61264	23169
46565	11753	33402	30665	63340
48079	23767	49527	86054	23195
70733	99684	72185	37872	16493
78948	88349	68200	69608	2841
24747	37426	89611	99567	56924
93621	14595	79787	86689	36994
62426	82735	25663	464	56412
22649	37615	28377	30368	95071
72394	93689	51031	80293	84926
57425	20815	25403	15016	4724
18204	93402	63335	55333	77213
56946	45455	21793	52758	7676
14927	28110	69642	3232	90842
29708	75067	23813	87526	58715
30513	30572	8222	83360	68767
65302	339	40114	63545	40345
53102	56921	37958	13436	63342
81163	7657	13430	58531	45217
69346	56853	15036	9109	84881
3958	55486	16653	9437	78940
18942	19620	25971	90537	76463
38547	55636	8422	2971	11567
12970	60674	90748	76154	3453
32575	46402	61741	22603	59589
29183	11873	48731	47085	99738
65926	79388	34735	19829	78334
89211	25219	5887	42030	88950
10083	24924	52260	92371	16391
45829	76472	75787	96369	50324
18225	36741	77083	71569	18268
89315	69787	2535	90152	95563
46595	10643	17230	36273	89894
42989	31856	55467	11523	38189
33805	40982	92	33533	36403
84052	9188	1219	78495	2653
20982	19400	9506	17859	81030
15605	28952	74979	38080	51902
59995	38881	64628	48126	96575
20349	58291	46871	50869	75448
38358	31621	38376	15624	85785
1739	96100	2380	12117	16435
30703	60586	64750	36125	95681
42150	79432	73706	32393	92782
20853	49837	76352	8241	81465
61774	71148	33240	66922	75429
82509	65156	52553	88193	1127
67178	38133	63047	48974	84155
16207	2686	88542	79581	22931
9949	61324	69542	23296	67618
24126	17927	72553	76457	71777
24455	31918	70809	18461	14043
46523	52405	42094	17892	52879
28224	39255	9148	96991	66250
17378	69083	35664	49945	93222
96866	87004	88375	69973	18263
71467	10578	9204	56012	9134
36726	80601	71744	23332	41650
99721	20748	73762	74543	44612
51399	1146	90498	38685	33188
22624	92274	47518	71633	85039
70852	72926	19939	58718	4645
36848	44590	97360	14709	4509
40405	31679	87871	5594	86938
49106	39284	67131	23330	91476
40428	22312	42210	89948	15535
88605	549	8821	30388	85594
43388	6272	21313	32290	27173
17076	20627	3422	2349	49527
7087	42085	57998	45262	67281
1862	85153	90395	23644	74861
12567	73773	85340	88860	46184
78606	27458	56567	80451	45369
50899	92441	43457	23433	70317
55786	39522	6714	32421	39990
7364	53725	11375	12135	62575
64788	74262	52223	85576	34898
88647	1065	9671	61018	25391
39575	59959	4919	67945	43429
7569	15271	57683	38018	92429
45607	58939	31900	10494	66146
93092	49958	37834	35407	95209
21738	70552	33114	27531	11354
56706	62890	71328	43924	75812
70526	1933	9382	22540	95103
65536	6470	84930	35343	48410
43741	71226	67819	22777	84188
783	19281	67684	72936	50195
64635	85426	35518	88592	15164
41808	40647	62841	36967	6433
5123	40861	97494	68032	21031
50797	43837	81424	77892	3003
82646	45320	11069	53310	32555
83177	89114	5328	23533	8307
23436	33857	22788	57558	62504
79164	55056	17692	45591	39848
4654	72218	21351	87363	32486
94211	73586	26014	51255	75575
74588	68335	16629	94029	26972
48226	19709	51998	33689	95193
281	83717	28238	58914	24963
88997	87865	45399	26880	62351
61387	71915	24728	94506	41819
17055	53538	57872	54504	54930
50015	62856	58122	94319	79903
27263	6557	38408	3688	59666
498	60724	11599	96190	2979
64388	58389	86219	74679	62009
8144	91973	44969	35850	86832
84620	1717	43229	43893	22589
12506	95888	99569	63992	71331
72282	21691	22993	81671	98369
24207	26596	44882	20892	7025
64132	19870	6316	8724	29581
84350	7354	42789	13922	828
99119	27211	23952	46720	67419
71546	39965	25749	39204	44991
97227	33461	66536	53268	52556
4942	52663	64815	73872	44092
23905	88786	36755	22542	87033
23655	63588	20904	48635	90422
3786	32111	3064	98891	94955
75464	77047	73668	88311	41624
92996	78921	25255	60683	40564
6634	86848	49892	65937	38655
42278	62230	25211	84372	52012
57736	56588	32746	56049	90079
39918	73447	73058	10393	43821
